Requisition Number,Recorded by,Received Date,Received Time,Status,Status Text,Status Date,Status Time,Priority,Priority Text,Category,Category Text,Problem,Problem Text,Department,Department Text,Division,Division Text,Related Asset Type,After Hours,Call Back Requested,Billing Flag,Projected Start Date,Facility Building,Facility Building Text,Location,Location Text,Primary Residence,Street Number,Street Direction,Street Name,Street Type,Street Suffix,Street 2 Direction,Street 2 Name,Street 2 Type,Other Location Information
18-000184,Person 8,7/16/2018 0:00,1/1/1900 8:41,999,Completed,8/30/2018 0:00,1/1/1900 11:28,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1803,,Amber,Ln,,,,,
18-000181,Person 8,7/16/2018 0:00,1/1/1900 8:28,999,Completed,7/16/2018 0:00,1/1/1900 10:48,2,Medium,ARBFRT,Trees,FORT10,Dangerous immediate,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,Shurts,St,,,Anderson,St,
18-000180,Person 10,7/16/2018 0:00,1/1/1900 8:28,999,Completed,7/16/2018 0:00,1/1/1900 10:27,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1303,E,McHenry,St,,,,,
18-000179,Person 10,7/16/2018 0:00,1/1/1900 8:26,999,Completed,7/16/2018 0:00,1/1/1900 14:54,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1303,,Briarcliff,Dr,,,,,
18-000178,Person 10,7/16/2018 0:00,1/1/1900 8:24,999,Completed,7/30/2018 0:00,1/1/1900 15:37,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1200,,Eastern,Dr,,,,,
18-000177,Person 10,7/16/2018 0:00,1/1/1900 8:23,999,Completed,7/16/2018 0:00,1/1/1900 12:51,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,201,E,McHenry,St,,,,,
18-000176,Person 10,7/16/2018 0:00,1/1/1900 8:22,999,Completed,7/16/2018 0:00,1/1/1900 15:20,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1101,N,Highlands,Dr,,,,,
18-000175,Person 1,7/13/2018 0:00,1/1/1900 15:05,999,Completed,8/24/2018 0:00,1/1/1900 15:21,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,106,W,Vermont,Ave,,,,,
18-000174,Person 1,7/13/2018 0:00,1/1/1900 11:30,999,Completed,8/24/2018 0:00,1/1/1900 14:38,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,613,,Stoughton,St,,,,,
18-000173,Person 1,7/13/2018 0:00,1/1/1900 8:47,999,Completed,1/31/2019 0:00,1/1/1900 13:40,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,E,Windsor,Rd,,,Philo,Rd,From Meadowbrook Park to Philo rd
18-000171,Person 10,7/12/2018 0:00,1/1/1900 17:00,999,Completed,7/12/2018 0:00,1/1/1900 17:11,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1303,E,McHenry,St,,,,,
18-000170,Person 8,7/12/2018 0:00,1/1/1900 14:57,999,Completed,8/29/2018 0:00,1/1/1900 16:56,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1106,E,Mumford,Dr,,,,,
18-000169,Person 1,7/12/2018 0:00,1/1/1900 16:07,999,Completed,7/20/2018 0:00,1/1/1900 14:52,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,304,S,Race,St,,,,,First United Methodist Church of Urbana
18-000167,Person 1,7/12/2018 0:00,1/1/1900 11:25,999,Completed,8/30/2018 0:00,1/1/1900 11:43,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,2203,,Grange,Cir,,,,,
18-000163,Person 10,7/11/2018 0:00,1/1/1900 15:50,999,Completed,7/11/2018 0:00,1/1/1900 15:56,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,106,W,Vermont,Ave,,,,,
18-000162,Person 18,7/11/2018 0:00,1/1/1900 15:28,1,New Request,7/11/2018 0:00,1/1/1900 15:28,,,ARBFRT,Trees,,,FOR,Forestry,,,Tree,FALSE,,FALSE,,,,,,FALSE,,,,,,,,,
18-000159,Person 1,7/11/2018 0:00,1/1/1900 15:00,999,Completed,7/16/2018 0:00,1/1/1900 16:13,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1004,E,Pennsylvania,Ave,,,,,
18-000156,Person 1,7/11/2018 0:00,1/1/1900 11:24,999,Completed,8/24/2018 0:00,1/1/1900 15:17,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,3202,,Fawn Hill,Ct,,,Trails,Dr,
18-000155,Person 10,7/11/2018 0:00,1/1/1900 10:45,999,Completed,7/11/2018 0:00,1/1/1900 10:48,2,Medium,ARBFRT,Trees,,,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1006,,Harmon,St,,,,,
18-000153,Person 1,7/11/2018 0:00,1/1/1900 8:56,999,Completed,8/29/2018 0:00,1/1/1900 16:38,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2206,,Wiley,Dr,,,,,
18-000152,Person 8,7/11/2018 0:00,1/1/1900 8:35,999,Completed,7/11/2018 0:00,1/1/1900 12:30,0,Immediate,ARBFRT,Trees,FORT10,Dangerous immediate,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,S,Race,St,,W,Illinois,St,Near church
18-000149,Person 8,7/10/2018 0:00,1/1/1900 16:26,999,Completed,7/13/2018 0:00,1/1/1900 17:28,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2007,E,Florida,Ave,,,,,
18-000144,Person 1,7/10/2018 0:00,1/1/1900 12:08,999,Completed,7/10/2018 0:00,1/1/1900 15:47,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,2007,S,George Huff,Dr,,,,,
18-000143,Person 1,7/10/2018 0:00,1/1/1900 9:00,999,Completed,7/11/2018 0:00,1/1/1900 11:44,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,2015,,Anderson,St,,,,,
18-000141,Person 10,7/9/2018 0:00,1/1/1900 13:42,999,Completed,7/9/2018 0:00,1/1/1900 13:46,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1008,,Wabash,Ave,,,,,
18-000140,Person 1,7/9/2018 0:00,1/1/1900 11:59,999,Completed,7/9/2018 0:00,1/1/1900 15:28,2,Medium,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,502,,Sunnycrest,Ct,East,,,,
18-000139,Person 1,7/9/2018 0:00,1/1/1900 11:06,999,Completed,7/9/2018 0:00,1/1/1900 16:08,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1601,,Rutledge,Dr,,,,,
18-000137,Person 1,7/9/2018 0:00,1/1/1900 10:31,999,Completed,7/9/2018 0:00,1/1/1900 11:29,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,21111,E,Country Squire,Dr,,,,,
18-000136,Person 1,7/9/2018 0:00,1/1/1900 9:35,999,Completed,7/12/2018 0:00,1/1/1900 14:23,0,Immediate,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,914,,Linview,Ave,,,,,
18-000133,Person 10,7/8/2018 0:00,1/1/1900 6:24,999,Completed,7/8/2018 0:00,1/1/1900 6:27,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,,,,,,,
18-000131,Person 8,7/6/2018 0:00,1/1/1900 10:21,999,Completed,7/20/2018 0:00,1/1/1900 16:31,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,606,W,Nevada,St,,,,,
18-000123,Person 8,7/5/2018 0:00,1/1/1900 13:07,999,Completed,7/8/2018 0:00,1/1/1900 6:38,0,Immediate,ARBFRT,Trees,FORT10,Dangerous immediate,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1406,,Fairlawn,Dr,,,,,
18-000120,Person 1,7/5/2018 0:00,1/1/1900 11:47,999,Completed,7/10/2018 0:00,1/1/1900 16:10,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,1101,E,Oregon,St,,N,Cottage Grove,Ave,
18-000118,Person 1,7/5/2018 0:00,1/1/1900 10:38,999,Completed,7/12/2018 0:00,1/1/1900 16:20,1,High,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,1006,N,Highlands,Dr,,,,,
18-000115,Person 8,7/3/2018 0:00,1/1/1900 13:39,999,Completed,7/11/2018 0:00,1/1/1900 16:09,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,106,W,Vermont,Ave,,,,,
18-000112,Person 8,7/2/2018 0:00,1/1/1900 16:22,999,Completed,7/9/2018 0:00,1/1/1900 11:09,3,Low,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1511,E,Washington,St,,S,Lierman,Ave,
18-000111,Person 8,7/2/2018 0:00,1/1/1900 16:07,999,Completed,7/9/2018 0:00,1/1/1900 16:23,1,High,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1003,E,Rainbow,View,,E,Washington,St,
18-000107,Person 1,7/2/2018 0:00,1/1/1900 8:16,999,Completed,7/8/2018 0:00,1/1/1900 6:24,1,High,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,1408,,Beech,St,,,,,
18-000106,Person 1,7/2/2018 0:00,1/1/1900 7:46,999,Completed,7/9/2018 0:00,1/1/1900 13:52,1,High,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,205,E,Holmes,St,,,,,
18-000105,Person 8,6/29/2018 0:00,1/1/1900 11:50,999,Completed,6/29/2018 0:00,1/1/1900 12:34,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,E,Michigan,Ave,,S,Race,St,
18-000104,Person 8,6/29/2018 0:00,1/1/1900 11:47,999,Completed,6/29/2018 0:00,1/1/1900 11:49,1,High,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2003,,Summit,Dr,,,,,
18-000103,Person 8,6/29/2018 0:00,1/1/1900 11:46,999,Completed,7/13/2018 0:00,1/1/1900 17:30,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1616,,Fairlawn,Dr,,,,,
18-000102,Person 8,6/29/2018 0:00,1/1/1900 11:36,999,Completed,7/12/2018 0:00,1/1/1900 17:15,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,705,E,Washington,St,,,,,
18-000101,Person 8,6/29/2018 0:00,1/1/1900 11:24,999,Completed,7/20/2018 0:00,1/1/1900 11:42,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,903,S,Country Squire,Dr,,,,,
18-000100,Person 8,6/29/2018 0:00,1/1/1900 11:07,999,Completed,7/8/2018 0:00,1/1/1900 6:29,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1408,,Beech,St,,,,,
18-000099,Person 8,6/29/2018 0:00,1/1/1900 11:06,999,Completed,7/13/2018 0:00,1/1/1900 14:20,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2911,E,Anthony,Dr,,,,,End of driveway
18-000098,Person 8,6/29/2018 0:00,1/1/1900 11:04,999,Completed,7/20/2018 0:00,1/1/1900 14:12,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1309,,Hill,St,,,,,
18-000097,Person 8,6/29/2018 0:00,1/1/1900 10:24,999,Completed,7/20/2018 0:00,1/1/1900 14:13,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1309,,Hill,St,,,,,
18-000096,Person 8,6/29/2018 0:00,1/1/1900 10:23,999,Completed,7/9/2018 0:00,1/1/1900 13:57,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1305,E,McHenry,St,,,,,
18-000094,Person 8,6/28/2018 0:00,1/1/1900 16:32,999,Completed,7/20/2018 0:00,1/1/1900 15:16,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,604,W,Delaware,Ave,,,,,
18-000093,Person 8,6/28/2018 0:00,1/1/1900 16:09,999,Completed,7/16/2018 0:00,1/1/1900 15:51,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2707,,Myra Ridge,Dr,,,,,Between 2709 Myra Ridge Drive
18-000092,Person 8,6/28/2018 0:00,1/1/1900 16:07,999,Completed,7/16/2018 0:00,1/1/1900 10:31,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1916,,Trails,Dr,,,,,
18-000091,Person 8,6/28/2018 0:00,1/1/1900 14:53,999,Completed,7/19/2018 0:00,1/1/1900 14:57,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,714,S,Lynn,St,,,,,
18-000089,Person 8,6/28/2018 0:00,1/1/1900 14:52,999,Completed,8/29/2018 0:00,1/1/1900 15:08,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,307,,Willard,St,,,,,
18-000088,Person 8,6/28/2018 0:00,1/1/1900 14:38,999,Completed,7/8/2018 0:00,1/1/1900 7:06,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,704,,Brighton,Dr,,,,,
18-000087,Person 8,6/28/2018 0:00,1/1/1900 14:22,999,Completed,7/8/2018 0:00,1/1/1900 7:07,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,S,Cottage Grove,Ave,,E,Washington,St,
18-000086,Person 8,6/28/2018 0:00,1/1/1900 14:13,999,Completed,6/28/2018 0:00,1/1/1900 14:20,1,High,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,S,Cottage Grove,Ave,,E,Washington,St,
18-000085,Person 8,6/28/2018 0:00,1/1/1900 14:10,999,Completed,7/8/2018 0:00,1/1/1900 7:08,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2214,S,Rainbow,View,,,,,
18-000084,Person 8,6/28/2018 0:00,1/1/1900 14:09,999,Completed,7/16/2018 0:00,1/1/1900 10:36,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2702,,Myra Ridge,Dr,,,,,
18-000083,Person 8,6/28/2018 0:00,1/1/1900 14:07,999,Completed,7/8/2018 0:00,1/1/1900 6:44,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,406,E,California,Ave,,,,,
18-000082,Person 8,6/28/2018 0:00,1/1/1900 14:05,999,Completed,7/8/2018 0:00,1/1/1900 6:49,2,Medium,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1704,E,Mumford,Dr,,,,,
18-000080,Person 8,6/28/2018 0:00,1/1/1900 11:31,999,Completed,7/8/2018 0:00,1/1/1900 6:42,2,Medium,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,306,E,Holmes,St,,,,,
18-000079,Person 8,6/28/2018 0:00,1/1/1900 11:30,999,Completed,7/16/2018 0:00,1/1/1900 17:05,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2207,,Anderson,St,,,,,
18-000078,Person 8,6/28/2018 0:00,1/1/1900 11:29,999,Completed,7/11/2018 0:00,1/1/1900 15:26,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,107,W,Delaware,Ave,,,,,
18-000077,Person 8,6/28/2018 0:00,1/1/1900 11:28,999,Completed,7/8/2018 0:00,1/1/1900 7:14,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,208,W,Nevada,St,,,,,
18-000076,Person 8,6/28/2018 0:00,1/1/1900 11:03,999,Completed,7/11/2018 0:00,1/1/1900 12:38,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,402,,Sunnycrest,Ct,West,,,,
18-000075,Person 8,6/28/2018 0:00,1/1/1900 11:01,999,Completed,7/8/2018 0:00,1/1/1900 6:56,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,506,W,Washington,St,,,,,
18-000074,Person 8,6/28/2018 0:00,1/1/1900 11:00,999,Completed,7/8/2018 0:00,1/1/1900 6:59,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,110,N,Cottage Grove,Ave,,,,,
18-000073,Person 8,6/28/2018 0:00,1/1/1900 10:55,999,Completed,7/8/2018 0:00,1/1/1900 7:01,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,508,N,Race,St,,,,,
18-000072,Person 8,6/28/2018 0:00,1/1/1900 10:24,999,Completed,7/10/2018 0:00,1/1/1900 16:06,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1601,,Fairlawn,Dr,,,,,
18-000070,Person 1,6/28/2018 0:00,1/1/1900 9:26,999,Completed,7/20/2018 0:00,1/1/1900 14:21,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,902,,Linview,Ave,,,Fairview,Ave,
18-000069,Person 8,6/28/2018 0:00,1/1/1900 9:03,999,Completed,7/8/2018 0:00,1/1/1900 7:03,3,Low,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,804,,Indiana,Ave,,,,,
18-000068,Person 1,6/28/2018 0:00,1/1/1900 7:31,999,Completed,7/16/2018 0:00,1/1/1900 15:50,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1508,,Fairlawn,Dr,,,,,
18-000067,Person 10,6/27/2018 0:00,1/1/1900 17:23,999,Completed,2/19/2019 0:00,1/1/1900 8:17,1,High,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,6/27/2001 0:00,,,,,FALSE,6,,Burnett,Cir,,W,Mumford,Dr,
18-000066,Person 10,6/27/2018 0:00,1/1/1900 17:17,999,Completed,6/27/2018 0:00,1/1/1900 17:21,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,506,W,Washington,St,,S,Orchard,St,
18-000065,Person 10,6/27/2018 0:00,1/1/1900 17:14,999,Completed,6/27/2018 0:00,1/1/1900 17:17,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,508,N,Race,St,,,,,
18-000064,Person 10,6/27/2018 0:00,1/1/1900 17:07,999,Completed,6/27/2018 0:00,1/1/1900 17:12,1,High,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,804,,Indiana,Ave,,S,Busey,Ave,
18-000063,Person 1,6/27/2018 0:00,1/1/1900 16:12,999,Completed,7/11/2018 0:00,1/1/1900 17:02,2,Medium,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1505,,Delmont,Ct,,W,Vermont,Ave,Delmont Village Condo Association
18-000056,Person 3,6/27/2018 0:00,1/1/1900 12:56,999,Completed,2/19/2019 0:00,1/1/1900 8:17,,,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,7/10/2018 0:00,,,,,TRUE,1305,E,McHenry,St,,,,,
18-000054,Person 3,6/27/2018 0:00,1/1/1900 7:19,999,Completed,7/11/2018 0:00,1/1/1900 14:58,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,703,E,University,Ave,,,,,
18-000052,Person 10,6/26/2018 0:00,1/1/1900 15:54,999,Completed,6/26/2018 0:00,1/1/1900 16:48,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1308,,Briarcliff,Dr,,,,,
18-000050,Person 8,6/26/2018 0:00,1/1/1900 15:41,999,Completed,6/26/2018 0:00,1/1/1900 17:18,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1201,,Scovill,St,,,,,
18-000048,Person 8,6/26/2018 0:00,1/1/1900 13:59,999,Completed,7/12/2018 0:00,1/1/1900 15:06,2,Medium,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1203,,Dublin,St,,,,,Approx. 1201-1205 Dublin St across from 1206 1/2 Dublin St
18-000046,Person 8,6/26/2018 0:00,1/1/1900 11:10,999,Completed,6/26/2018 0:00,1/1/1900 15:41,2,Medium,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,204,E,Pennsylvania,Ave,,,,,
18-000044,Person 8,6/25/2018 0:00,1/1/1900 14:27,999,Completed,6/26/2018 0:00,1/1/1900 17:05,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2003,,Summit,Dr,,,,,
18-000038,Person 3,6/25/2018 0:00,1/1/1900 12:04,999,Completed,7/8/2018 0:00,1/1/1900 6:33,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,2510,,Scovill,Cir,,,,,
18-000033,Person 1,6/25/2018 0:00,1/1/1900 10:52,999,Completed,7/11/2018 0:00,1/1/1900 15:12,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,601,S,Cottage Grove,Ave,,,,,
18-000027,Person 8,6/21/2018 0:00,1/1/1900 15:27,999,Completed,6/22/2018 0:00,1/1/1900 15:44,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1403,E,Washington,St,,,,,
18-000008,Person 8,6/18/2018 0:00,1/1/1900 16:42,999,Completed,6/19/2018 0:00,1/1/1900 5:52,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,910,,Sunnycrest,Ct,East,,,,
18-000007,Person 8,6/18/2018 0:00,1/1/1900 16:38,999,Completed,6/21/2018 0:00,1/1/1900 12:52,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2307,,Pond,St,,,,,
19-000549,Person 6,8/7/2019 0:00,1/1/1900 8:18,998,WO Completed,8/8/2019 0:00,1/1/1900 8:14,,,PKGMTR,Parking Meters,,,PKG,Parking Meters,FACPKG,Parking,Equipment,FALSE,,FALSE,8/7/2019 0:00,,,,,FALSE,,,,,,,,,
19-000394,Person 6,6/14/2019 0:00,1/1/1900 14:07,998,WO Completed,7/19/2019 0:00,1/1/1900 14:44,,,PKGMTR,Parking Meters,,,PKG,Parking Meters,FACPKG,Parking,Equipment,FALSE,,FALSE,,,,,,FALSE,,,,,,,,,
19-000393,Person 6,6/14/2019 0:00,1/1/1900 10:06,998,WO Completed,6/14/2019 0:00,1/1/1900 13:30,,,PKGMTR,Parking Meters,,,PKG,Parking Meters,FACPKG,Parking,Equipment,FALSE,,FALSE,5/30/2019 0:00,,,,,FALSE,,,,,,,,,
