Work Order Number,Creation Date,Start Date,End Date,Duration Actual(Hrs),Status Date,Task Code,Task Text,Resource Type,Resource Type Text,Resource,Resource Text,Unit Cost,Units,Total Cost,Default Unit Cost,Grand Total Units,Unit Cost-Regular Time,Unit Cost-Overtime,Override Unit Cost,Grand Total Cost,Time Cost,Time Cost Text,Unit of Measure,Unit of Measure Text,Additional Description
19-000192,2/6/2019,1/26/2019,1/26/2019,0,2/7/2019,ST38,Sidewalk Snow Removal,1,Employee,11,EMPLOYEE 11,43.428,6,260.57,43.428,6,43.428,43.43,,260.57,1,REGULAR TIME,,,
19-000190,2/6/2019,1/19/2019,1/22/2019,24,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,11,EMPLOYEE 11,43.428,13,564.56,43.428,13,43.428,43.43,,564.56,1,REGULAR TIME,,,
19-000187,2/6/2019,1/12/2019,1/16/2019,32,2/6/2019,ST38,Sidewalk Snow Removal,1,Employee,11,EMPLOYEE 11,43.428,31,1346.27,43.428,31,43.428,43.43,,1346.27,1,REGULAR TIME,,,
18-002182,12/27/2018,11/15/2018,11/15/2018,0,12/27/2018,ST38,Sidewalk Snow Removal,1,Employee,11,EMPLOYEE 11,43.428,7.5,325.71,43.428,7.5,43.428,43.43,,325.71,1,REGULAR TIME,,,
18-001045,9/14/2018,9/6/2018,9/6/2018,0,9/14/2018,SWT6,Manhole/Inlet Cleaning,1,Employee,12,EMPLOYEE 12,22.244,8,177.95,22.244,8,22.244,29,,177.95,1,REGULAR TIME,,,
19-000230,2/8/2019,1/12/2019,1/12/2019,16,2/8/2019,ST37,Plowing and Salting Streets,1,Employee,13,EMPLOYEE 13,48.04,12,576.48,36.051,12,36.051,48.04,,576.48,2,OVERTIME,,,
19-000230,2/8/2019,1/13/2019,1/13/2019,16,2/8/2019,ST37,Plowing and Salting Streets,1,Employee,13,EMPLOYEE 13,48.04,12,576.48,36.051,12,36.051,48.04,,576.48,2,OVERTIME,,,
19-000214,2/7/2019,11/15/2018,11/15/2018,0,2/7/2019,ST37,Plowing and Salting Streets,1,Employee,13,EMPLOYEE 13,48.04,4,192.16,36.051,4,36.051,48.04,,192.16,2,OVERTIME,,,
19-000214,2/7/2019,11/15/2018,11/15/2018,0,2/7/2019,ST37,Plowing and Salting Streets,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
19-001289,8/21/2019,8/23/2019,8/23/2019,56,8/21/2019,STT36,Special Event Festival_Fair,1,Employee,13,EMPLOYEE 13,47.43,8,379.44,47.43,8,47.43,65.48,,379.44,1,REGULAR TIME,,,
19-001289,8/21/2019,8/23/2019,8/23/2019,56,8/21/2019,STT36,Special Event Festival_Fair,1,Employee,13,EMPLOYEE 13,65.48,4,261.92,47.43,4,47.43,65.48,,261.92,2,OVERTIME,,,
19-000821,6/7/2019,6/10/2019,6/10/2019,24,6/10/2019,STT36,Special Event Festival_Fair,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000749,5/14/2019,5/30/2019,5/30/2019,128,6/3/2019,STT36,Special Event Festival_Fair,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-000816,8/20/2018,8/24/2018,8/24/2018,56,8/31/2018,STT36,Special Event Festival_Fair,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
19-000961,7/2/2019,7/2/2019,7/2/2019,32,7/5/2019,STT37,Special Event Parade,1,Employee,13,EMPLOYEE 13,36.051,6,216.31,36.051,6,36.051,48.04,,216.31,1,REGULAR TIME,,,
19-000961,7/2/2019,7/3/2019,7/3/2019,32,7/5/2019,STT37,Special Event Parade,1,Employee,13,EMPLOYEE 13,36.051,7,252.36,36.051,7,36.051,48.04,,252.36,1,REGULAR TIME,,,
18-000979,8/31/2018,8/31/2018,8/31/2018,24,9/4/2018,STT37,Special Event Parade,1,Employee,13,EMPLOYEE 13,36.051,6,216.31,36.051,6,36.051,48.04,,216.31,1,REGULAR TIME,,,
18-000182,6/29/2018,6/29/2018,,0,7/5/2018,STT37,Special Event Parade,1,Employee,13,EMPLOYEE 13,36.051,14,504.71,36.051,14,36.051,48.04,,504.71,1,REGULAR TIME,,,
18-002016,12/7/2018,12/6/2018,12/6/2018,0,1/4/2019,STT40,Special Event Other,1,Employee,13,EMPLOYEE 13,36.051,7,252.36,36.051,7,36.051,48.04,,252.36,1,REGULAR TIME,,,
19-000589,4/5/2019,4/5/2019,4/5/2019,24,4/15/2019,STT43,Special Event Traffic_Crowd Control,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-000275,7/9/2018,7/6/2018,7/6/2018,24,7/9/2018,STT43,Special Event Traffic_Crowd Control,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
19-000265,2/11/2019,2/11/2019,2/11/2019,0,2/11/2019,SWT1,Inspect Manhole/Inlet,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
19-000264,2/11/2019,2/11/2019,2/11/2019,0,2/11/2019,SWT1,Inspect Manhole/Inlet,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-001344,10/5/2018,10/8/2018,10/8/2018,0,11/7/2018,SWT1,Inspect Manhole/Inlet,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-000027,6/19/2018,6/19/2018,6/19/2018,0,6/19/2018,SWT1,Inspect Manhole/Inlet,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-001316,8/27/2019,8/28/2019,8/28/2019,0,8/29/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,47.43,0,0,47.43,0,47.43,65.48,,0,1,REGULAR TIME,,,
19-000765,5/16/2019,,,0,8/27/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,0,0,36.051,0,36.051,48.04,,0,1,REGULAR TIME,,,
19-000639,4/17/2019,,,0,4/17/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,0,0,36.051,0,36.051,48.04,,0,1,REGULAR TIME,,,
19-000638,4/17/2019,,,0,4/18/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,0,0,36.051,0,36.051,48.04,,0,1,REGULAR TIME,,,
19-000576,4/2/2019,4/2/2019,4/2/2019,0,4/2/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000575,4/2/2019,4/2/2019,4/2/2019,0,4/2/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000574,4/2/2019,4/2/2019,4/2/2019,0,4/2/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000571,4/1/2019,,,0,4/8/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,0,0,36.051,0,36.051,48.04,,0,1,REGULAR TIME,,,
19-000543,3/27/2019,3/27/2019,3/27/2019,0,3/27/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
19-000529,3/25/2019,3/25/2019,3/25/2019,0,3/25/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,6,216.31,36.051,6,36.051,48.04,,216.31,1,REGULAR TIME,,,
19-000460,3/19/2019,3/19/2019,3/19/2019,8,3/21/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000434,3/14/2019,3/14/2019,3/14/2019,0,3/19/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000422,3/11/2019,4/10/2019,4/23/2019,0,8/30/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,0,0,36.051,0,36.051,48.04,,0,1,REGULAR TIME,,,
19-000409,3/5/2019,3/5/2019,3/5/2019,0,3/5/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000391,3/1/2019,2/26/2019,2/26/2019,224,3/1/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,3,108.15,36.051,3,36.051,48.04,,108.15,1,REGULAR TIME,,,
19-000390,3/1/2019,2/25/2019,2/25/2019,0,3/1/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
19-000389,3/1/2019,2/22/2019,2/22/2019,0,3/1/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
19-000337,2/19/2019,,,0,2/19/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,0,0,36.051,0,36.051,48.04,,0,1,REGULAR TIME,,,
19-000321,2/15/2019,2/19/2019,,48,3/1/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
19-000295,2/14/2019,,,0,2/14/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,0,0,36.051,0,36.051,48.04,,0,1,REGULAR TIME,,,
19-000284,2/13/2019,2/13/2019,2/13/2019,0,2/13/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000266,2/11/2019,2/11/2019,2/11/2019,0,2/11/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000261,2/11/2019,2/11/2019,2/11/2019,0,2/11/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000216,2/7/2019,2/7/2019,2/7/2019,0,2/7/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-002181,12/27/2018,12/27/2018,12/27/2018,0,1/4/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-002178,12/27/2018,12/27/2018,12/27/2018,0,1/4/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-002145,12/21/2018,12/21/2018,12/21/2018,0,12/21/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-001981,12/3/2018,12/3/2018,12/3/2018,0,1/4/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-001952,11/29/2018,11/29/2018,11/29/2018,0,1/4/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-001920,11/26/2018,11/26/2018,11/26/2018,0,1/4/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-001622,10/25/2018,10/25/2018,10/25/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,3,108.15,36.051,3,36.051,48.04,,108.15,1,REGULAR TIME,,,
18-001462,10/15/2018,10/15/2018,10/15/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001414,10/10/2018,10/10/2018,10/10/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-001390,10/8/2018,10/8/2018,10/8/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-001389,10/8/2018,10/8/2018,10/8/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-001290,9/28/2018,9/28/2018,9/28/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,3,108.15,36.051,3,36.051,48.04,,108.15,1,REGULAR TIME,,,
18-001263,9/26/2018,10/1/2018,10/1/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-001257,9/26/2018,9/26/2018,9/26/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-001245,9/25/2018,9/25/2018,9/25/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-001233,9/24/2018,9/24/2018,9/24/2018,0,11/7/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-001148,9/20/2018,9/20/2018,9/20/2018,0,9/21/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-001098,9/19/2018,9/18/2018,9/18/2018,0,9/19/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-001029,9/11/2018,9/9/2018,,8,9/11/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,6,216.31,36.051,6,36.051,48.04,,216.31,1,REGULAR TIME,,,
18-000997,9/4/2018,9/4/2018,9/4/2018,8,9/17/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-000997,9/4/2018,9/5/2018,9/5/2018,8,9/17/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-000527,7/25/2018,7/19/2018,7/19/2018,40,9/17/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-000527,7/25/2018,7/24/2018,7/24/2018,40,9/17/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-000527,7/25/2018,9/4/2018,,40,9/17/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,6,216.31,36.051,6,36.051,48.04,,216.31,1,REGULAR TIME,,,
18-000442,7/19/2018,7/24/2018,7/25/2018,8,9/19/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-000269,7/9/2018,7/9/2018,7/9/2018,0,7/10/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-000267,7/9/2018,7/6/2018,7/6/2018,0,7/10/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-000230,7/5/2018,7/5/2018,7/5/2018,0,4/8/2019,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-000199,7/2/2018,7/2/2018,7/2/2018,0,7/10/2018,SWT11,Sewer Cleaning,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000460,3/19/2019,3/20/2019,3/20/2019,8,3/21/2019,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000321,2/15/2019,2/21/2019,2/21/2019,48,3/1/2019,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000272,2/12/2019,,,24,2/15/2019,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,0,0,36.051,0,36.051,48.04,,0,1,REGULAR TIME,,,
19-000237,2/8/2019,2/7/2019,2/7/2019,24,2/8/2019,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-001964,11/30/2018,12/3/2018,12/3/2018,160,3/25/2019,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-001964,11/30/2018,12/3/2018,12/3/2018,160,3/25/2019,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-001590,10/23/2018,10/23/2018,10/23/2018,0,11/8/2018,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-001395,10/8/2018,10/9/2018,10/9/2018,8,11/7/2018,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-000419,7/18/2018,7/18/2018,7/18/2018,0,11/7/2018,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,1.5,54.08,36.051,1.5,36.051,48.04,,54.08,1,REGULAR TIME,,,
18-000054,6/20/2018,6/19/2018,6/19/2018,0,6/20/2018,SWT12,Mechanical Root Cutting,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000364,2/21/2019,3/26/2019,,0,2/21/2019,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-001920,11/26/2018,11/26/2018,11/26/2018,0,1/4/2019,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
18-001562,10/23/2018,10/25/2018,10/25/2018,0,11/7/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,9/17/2018,9/17/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,9/20/2018,9/20/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,7,252.36,36.051,7,36.051,48.04,,252.36,1,REGULAR TIME,,,
18-001059,9/17/2018,9/21/2018,9/21/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-001059,9/17/2018,9/18/2018,9/18/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,7,252.36,36.051,7,36.051,48.04,,252.36,1,REGULAR TIME,,,
18-001059,9/17/2018,9/19/2018,9/19/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-001059,9/17/2018,9/25/2018,9/25/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,7,252.36,36.051,7,36.051,48.04,,252.36,1,REGULAR TIME,,,
18-001059,9/17/2018,10/5/2018,10/5/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
18-001059,9/17/2018,10/11/2018,10/11/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,10/15/2018,10/15/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,10/18/2018,10/18/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-001059,9/17/2018,10/22/2018,10/22/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,9/26/2018,9/26/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,6,216.31,36.051,6,36.051,48.04,,216.31,1,REGULAR TIME,,,
18-001059,9/17/2018,9/24/2018,9/24/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,3,108.15,36.051,3,36.051,48.04,,108.15,1,REGULAR TIME,,,
18-001059,9/17/2018,10/2/2018,10/2/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,4,144.2,36.051,4,36.051,48.04,,144.2,1,REGULAR TIME,,,
18-001059,9/17/2018,10/3/2018,10/3/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,10/4/2018,10/4/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,10/25/2018,,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,5,180.26,36.051,5,36.051,48.04,,180.26,1,REGULAR TIME,,,
18-001059,9/17/2018,10/29/2018,10/29/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,10/30/2018,10/30/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,10/31/2018,10/31/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,11/9/2018,11/9/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,8,288.41,36.051,8,36.051,48.04,,288.41,1,REGULAR TIME,,,
18-001059,9/17/2018,11/5/2018,11/5/2018,424,11/27/2018,SWT14,Chemical Grease Treatment,1,Employee,13,EMPLOYEE 13,36.051,6,216.31,36.051,6,36.051,48.04,,216.31,1,REGULAR TIME,,,
19-001319,8/27/2019,8/28/2019,8/28/2019,0,8/28/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,47.43,0,0,47.43,0,47.43,65.48,,0,1,REGULAR TIME,,,
19-000464,3/19/2019,3/19/2019,3/19/2019,0,3/19/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000460,3/19/2019,3/19/2019,3/20/2019,8,3/21/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,36.051,3,108.15,36.051,3,36.051,48.04,,108.15,1,REGULAR TIME,,,
19-000434,3/14/2019,3/14/2019,3/14/2019,0,3/19/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000422,3/11/2019,4/10/2019,4/23/2019,0,8/30/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,36.051,16,576.82,36.051,16,36.051,48.04,,576.82,1,REGULAR TIME,,,
19-000412,3/7/2019,3/7/2019,3/7/2019,0,3/7/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
19-000411,3/6/2019,3/6/2019,3/6/2019,0,3/6/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
19-000405,3/5/2019,3/5/2019,3/8/2019,24,3/8/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,36.051,1,36.05,36.051,1,36.051,48.04,,36.05,1,REGULAR TIME,,,
19-000394,3/1/2019,2/28/2019,2/28/2019,0,3/1/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
19-000391,3/1/2019,2/26/2019,3/26/2019,224,3/1/2019,SWT15,Sewer TV Inspection,1,Employee,13,EMPLOYEE 13,36.051,2,72.1,36.051,2,36.051,48.04,,72.1,1,REGULAR TIME,,,
